record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
2622,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,No,No
2623,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No,No,No,No
2624,No,No,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
2625,No,No,Yes,14 years old,Male,0 times,2 or 3 times,Rarely,2,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
2631,No,No,Yes,15 years old,Female,0 times,0 times,Never,1,0 days,Never,Never,No,No,No,No,No
2632,No,Yes,Yes,14 years old,Female,0 times,0 times,Sometimes,1,0 days,Never,Never,No,No,No,No,No
2634,No,No,No,14 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
2643,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,Yes,No,No
2650,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Never,Sometimes,No,Yes,Yes,No,No
2654,No,No,No,15 years old,Male,2 or 3 times,1 time,Never,2,3 to 5 days,Sometimes,Always,No,Yes,No,No,No
2656,No,Yes,Yes,17 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Rarely,No,No,No,No,No
2660,No,No,No,16 years old,Male,1 time,2 or 3 times,Never,2,0 days,Sometimes,Sometimes,No,No,No,No,No
2663,No,Yes,Yes,17 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Never,Yes,No,No,No,No
2665,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
2667,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
2668,No,Yes,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
2671,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No,No,Yes,No
2672,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
2673,No,Yes,No,15 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No,No,No,No
2674,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
2684,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Always,No,Yes,No,Yes,No
2697,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Never,No,Yes,No,No,No
2698,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,Yes,Yes
2699,No,No,Yes,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,Yes,Yes
2702,Yes,Yes,Yes,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
2703,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Never,Rarely,No,No,No,Yes,Yes
2704,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
2705,No,No,No,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Never,No,No,No,No,No
2706,No,Yes,No,16 years old,Female,0 times,0 times,Never,1,6 to 9 days,Most of the time,Always,No,Yes,No,No,No
2707,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Most of the time,No,No,No,Yes,Yes
2708,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Sometimes,Never,No,Yes,No,Yes,No
2709,No,No,No,17 years old,Male,1 time,4 or 5 times,Rarely,3 or more,10 or more days,Sometimes,Most of the time,No,Yes,No,No,No
2710,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Most of the time,Always,No,Yes,No,No,No
2711,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Always,Never,No,No,No,Yes,Yes
2713,Yes,No,Yes,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
2714,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
2715,No,Yes,No,17 years old,Male,4 or 5 times,8 or 9 times,Rarely,3 or more,10 or more days,Rarely,Sometimes,No,Yes,No,No,No
2716,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,6 to 9 days,Most of the time,Rarely,No,Yes,No,No,No
2719,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
2721,No,No,No,16 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Never,No,No,No,No,No
2723,No,No,Yes,16 years old,Female,2 or 3 times,2 or 3 times,Sometimes,1,1 or 2 days,Sometimes,Never,No,Yes,No,No,No
2724,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Never,Rarely,No,No,No,No,No
2729,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
2730,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2731,No,Yes,No,16 years old,Female,1 time,1 time,Most of the time,1,0 days,Always,Always,Yes,No,No,No,No
2738,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
2739,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
2740,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No,No,No,No
2742,No,No,No,14 years old,Male,1 time,1 time,Sometimes,2,0 days,Always,Always,No,No,No,No,No
2743,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,Yes,No
2747,No,No,Yes,14 years old,Male,2 or 3 times,2 or 3 times,Never,3 or more,3 to 5 days,Most of the time,Most of the time,No,Yes,No,Yes,No
2748,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,Yes,Yes
2754,No,No,No,13 years old,Female,0 times,12 or more times,Rarely,0,0 days,Sometimes,Rarely,No,No,No,No,No
2761,No,No,No,14 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Never,Rarely,No,No,No,No,No
2762,No,No,No,14 years old,Male,1 time,0 times,Rarely,2,0 days,Never,Rarely,No,No,No,No,No
2772,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
2773,No,No,No,15 years old,Female,0 times,0 times,Most of the time,1,0 days,Rarely,Never,Yes,No,No,No,No
2775,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Never,Rarely,Yes,No,Yes,No,No
2777,No,No,No,16 years old,Female,0 times,0 times,Always,2,0 days,Most of the time,Never,Yes,No,No,No,No
2778,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,Yes
2779,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
2781,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No,No,No,No
2782,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
2783,No,No,No,14 years old,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
2785,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No,No,No,No
2786,No,No,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,No,No
2787,No,No,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
2789,Yes,No,No,15 years old,Female,0 times,0 times,Always,3 or more,0 days,Never,Never,Yes,No,No,No,No
2791,No,No,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Always,Never,Yes,No,No,No,No
2796,No,No,No,15 years old,Male,0 times,0 times,Sometimes,1,0 days,Always,Always,No,No,No,Yes,No
2797,No,No,Yes,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,No,No
2799,No,Yes,No,15 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
2802,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes,No,Yes,No
2805,No,No,No,16 years old,Male,0 times,0 times,Always,3 or more,0 days,Sometimes,Sometimes,Yes,No,No,No,No
2808,No,No,No,16 years old,Male,0 times,0 times,Never,0,1 or 2 days,Sometimes,Never,No,Yes,No,No,No
2809,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,3 to 5 days,Most of the time,Always,No,Yes,No,No,No
2810,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
2812,No,No,No,16 years old,Female,0 times,0 times,Always,1,1 or 2 days,Sometimes,Most of the time,Yes,Yes,No,No,No
2813,No,No,No,16 years old,Female,0 times,0 times,Always,1,1 or 2 days,Most of the time,Rarely,Yes,Yes,No,Yes,Yes
2814,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Most of the time,Always,No,Yes,No,Yes,No
2815,No,Yes,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2816,No,Yes,Yes,15 years old,Male,0 times,4 or 5 times,Never,3 or more,6 to 9 days,Most of the time,Most of the time,No,Yes,No,No,No
2818,No,Yes,No,16 years old,Female,2 or 3 times,2 or 3 times,Never,3 or more,10 or more days,Never,Never,No,Yes,No,Yes,Yes
2819,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
2820,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
2821,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Most of the time,No,No,No,No,No
2822,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Always,2,0 days,Never,Rarely,Yes,No,No,No,No
2823,No,Yes,No,15 years old,Male,0 times,0 times,Rarely,1,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
2824,No,No,Yes,16 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
2825,No,Yes,No,16 years old,Male,0 times,1 time,Never,3 or more,1 or 2 days,Rarely,Most of the time,No,Yes,No,No,No
2827,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Always,No,No,No,Yes,No
2828,No,Yes,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Sometimes,No,No,No,No,No
2831,No,No,Yes,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No,No,Yes,No
2832,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
2833,No,Yes,No,15 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Rarely,No,No,No,No,No
2834,No,No,No,17 years old,Male,0 times,0 times,Rarely,1,3 to 5 days,Most of the time,Always,No,Yes,Yes,No,No
2835,No,No,No,15 years old,Female,0 times,1 time,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
2836,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2837,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
2838,No,No,No,17 years old,Male,0 times,0 times,Sometimes,2,3 to 5 days,Most of the time,Most of the time,No,Yes,No,No,No
2839,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2841,No,No,No,17 years old,Male,0 times,2 or 3 times,Always,3 or more,3 to 5 days,Sometimes,Never,Yes,Yes,No,No,No
2842,No,No,No,15 years old,Male,0 times,0 times,Sometimes,2,3 to 5 days,Rarely,Sometimes,No,Yes,No,Yes,Yes
2843,No,No,Yes,16 years old,Male,0 times,0 times,Sometimes,3 or more,3 to 5 days,Always,Always,No,Yes,No,Yes,No
2844,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
2845,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
2849,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
2850,No,Yes,No,17 years old,Male,6 or 7 times,2 or 3 times,Never,1,6 to 9 days,Rarely,Never,No,Yes,No,No,No
2854,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
2855,No,No,No,16 years old,Female,0 times,12 or more times,Sometimes,2,0 days,Most of the time,Most of the time,No,No,No,No,No
2856,No,No,Yes,17 years old,Female,0 times,12 or more times,Sometimes,3 or more,1 or 2 days,Always,Always,No,Yes,No,Yes,No
2857,No,No,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,3 to 5 days,Sometimes,Rarely,No,Yes,No,No,No
2858,Yes,No,No,16 years old,Male,0 times,1 time,Most of the time,2,0 days,Most of the time,Never,Yes,No,No,No,No
2860,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,No,No
2861,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
2862,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2863,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
2864,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
2865,No,No,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
2866,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
2867,No,No,No,16 years old,Male,0 times,0 times,Never,2,3 to 5 days,Sometimes,Never,No,Yes,No,No,No
